Name, Address, Zip, City
Ve.Lo. Services vendita & locazione immobili, Via Merulana 62, 00185, Roma
Malerba immobiliare , Via del Giuba  13/15, 00199, Roma
Mifran Immobiliare, Via Angelo Brunetti  60, 00196, Roma
Affiliato Tecnocasa: DRAGONA S.R.L., Via Francesco Donati 62, 00126, Roma
Valentini Immobiliare srl, Galleria Garibaldi  22, 00053, Civitavecchia
L'Immobiliare 1 srls, via dello stadio  77, 00060, Sacrofano
Pic. A Immobiliare s.r.l.s., Via Ardeatina-Lavinio 520, 520, Anzio
Immobilcenter di Lavagnini Giuseppe, Corso Matteotti  125, 125, Laziale
Coldwell Banker  -  Prestige Real Estate, Via Po  22, 00198, Roma
GALA GROUP REAL ESTATE, via dei condotti 48, 00187, Roma
Frimm Di Cesare, via Franco Sacchetti 59/61, 00137, Roma
TEMPOCASA Roma Casalotti, Via Di Casalotti  150, 150, Roma
Affiliato Tecnocasa: STUDIO MONTEROTONDO SCALO SRLS, Via Salaria  213/I, 213, Monterotondo
Immobiliare Emmepi, Viale D'Italia 8, 00059, Tolfa
Agenzia Immobiliare Guerrini, Via Aldo Moro 103/C, 103, Romano
GRIMALDI CASA, Via di Monte Verde  166/168, 166, Roma
Tani Immobiliare, Via del Trevio 61, 00019, Tivoli
Affiliato Tecnocasa: GIARDINO DI ROMA MEDIAZIONI SRLS , via Paolo Stoppa  46, 00125, Roma
Immobiliare Santacroce S.R.L., Via Angelo Bargoni   78, 00153, Roma
 Eleman srl di Eleuterio ed Emanuele, Via Peveragno 54, 00166, Roma
Frimm 5047, Via del mare 59/61, 00040, Laziale
Retecastelli, Via Nettunense 312, 312, Laziale
AD case srl , Via Rianese  48, 00060, Riano
STUDIO TOPPI IMMOBILIARE, VIALE RIETI  7/9, 00018, Sabina
Agenzia Immobiliare Bravi di Francesca Tagliafierro, Via Aurelia 337, 337, Marinella
Contorno Immobiliare s.a.s. di Contorno Claudio, via silvio benco 17, 00177, Roma
Grimaldi Libia, Salita di Poggio San Lorenzo  18, 00199, Roma
Iconacasa Roma Torvaianica, Via Lungomare Delle Sirene 422, 422, Pomezia
Domus Romana, Via della Magliana 178, 178, Roma
MB CASE, Via Carducci 40, 00068, Flaminio
Casa Europa Immobiliare, P.zza Gregorio Ronca 36, 00122, Roma
Affiliato Tecnocasa: STUDIO BORGHESIANA S.R.L.S, VIA DI VERMICINO  60, 00133, Roma
Frimm Fiumicino, Via Giorgio Giorgis 19a, 00054, Fiumicino
Punto Immobiliare Frascati 1 Srls, via Cairoli 22, 00044, Frascati
Rossana Peluso, Piazzale Flaminio 9, 00196, Roma
RE/MAX Blu 3, Via Francesco Patrizio da Cherso 2, 00143, Roma
ROMA CASE Re, Via Di Vermicino 49, 00133, Roma
Aureli Immobiliare, Via Tuscolana 1486, 1486, Roma
FIBA srls, Via Stefano Borgia 57, 00168, Roma
Affiliato Tecnocasa: STUDIO PRENESTINO 1 S.R.L., Via Prenestina  176, 176, Roma
Rossini Immobiliare, Via Mentana 20, 00044, Frascati
Affiliato Tecnorete: NUOVA LANUVIO S.R.L., VIA ROMA  12, 00075, Lanuvio
Edil Torrino 2002 s.r.l., via Pasteur 32, 00144, Roma
Agenzia Immobiliare Romana , Via Cola Di Rienzo  28, 00192, Roma
Affiliato Tecnorete: STUDIO PONTE DI NONA S.R.L., Via Raoul Chiodelli  94, 00132, Roma
Progetto Casa 2003 S.A.S., Via della Fonte  1, 00015, Monterotondo
Casabella Immobiliare, Corso della Repubblica 150, 150, Velletri
Toscano - Agenzia Vitinia Mezzocammino, via casola valsenio   9, 00127, Roma
Gabetti Roma Fleming Vigna Clara, Via F. S. Nitti   60/62, 00191, Roma
Millennium, via Tuscolana 946, 946, Roma
Casa Chic Consulting srls, Via Manfredi Azzarita 185, 185, Roma
LEX Immobiliare, Via Centuripe 11, 00179, Roma
Toscano - Agenzia di Tor de' Cenci Spinaceto, Via di Mezzocammino 197, 197, Roma
Luxury Rome Home, Via del Babuino 72, 00187, Roma
Gabetti - Agenzia Salario - ROMA, Via Montaione 86, 00139, Roma
Affiliato Tecnocasa: STUDIO SETTEBAGNI S.A.S., VIA SALARIA  1433, 1433, Roma
Affiliato Tecnocasa: MERULANA 1 S.R.L., VIA MACHIAVELLI   1, 00185, Roma
Cambiocasa Immobiliare, via della frezza  70, 00100, Roma
Affiliato Tecnocasa: GRUPPOSABINARIGNANO SRL, Corso Umberto I° 17, 00068, Flaminio
ROSATI IMMOBILIARE, Via di Casal del Marmo 108/D, 108, Roma
STUDIO CASA s.r.l., piazza amilcare zamorani 24, 00157, Roma
Stima Casa Cerenova, Via Tuscolo 7, 00052, Cerveteri
Sweet Home Immobiliare srl, Viale di Marino 51, 00043, Ciampino
Giovanni Colapinto D.I., Via del Boschetto  41/d, 00184, Roma
GruppoLiri Immobiliare, Via Collatina 303/B, 303, Roma
Affitti Civitavecchia, Via Roma  88, 00053, Civitavecchia
Affiliato Tecnocasa: STUDIO QUARTO MIGLIO S.R.L., L.go Padre l. bello  10, 00178, Roma
Villa Gordiani immobiliare, Viale Partenope 30, 00177, Roma
Ludovisi Immobiliare, Via Ludovisi 36, 00187, Roma
Casa & Co., Via Dei Prati Fiscali  215, 215, Roma
CONSIMM, via Carlentini  52, 00133, Roma
PROGEDIL CASE - Campo Ascolano, Via Lago Maggiore  3, 00040, Pomezia
TREPI, via Blaserna  94, 00146, Roma
R.E.I. Consulting, Via Verona 3, 00161, Roma
Puntocasa Servizi Immobiliari, Via Giuseppe Garibaldi 26, 00045, Roma
De Angelis Studio Immobiliare, Via Etruria  42, 00183, Roma
GDS Immobiliare SRLS, Via Bernardo Blumenstihl 71, 00135, Roma
TOSCANO, Via Regina Margherita 13, 00055, Ladispoli
Linea Case Immobiliare di Landini David, Piazza Santa Maria 10, 00039, Zagarolo
re servizi 17 s.r.l., Via Villarosa 1  1, 00132, Roma
SALVI IMMOBILIARE, Via laiatico 16, 00138, Roma
Home Rome, Via Giulio Cesare Cordara 32, 00179, Roma
ROSSI CASE SERVIZI IMMOBILIARIS.R.L., VIA DELL'OLMO, 21, 00044, Frascati
RE/MAX Legend, Via Georges Sorel  1, 00177, Roma
Alberto Pagani, via dei condotti  61a, 00187, Roma
IMMOBILIARE TECNOEDIL, via giacomo matteotti 60/62, 00053, Civitavecchia
AEDES CASTELLI, VIA DEL FICO  57, 00046, Grottaferrata
Arvenimmobiliare, Piazza Fabio Filzi 1, 00044, Frascati
BENESTARE IMMOBILIARE S.R.L., Via Domenico Purificato 179, 179, Roma
Promutico Immobiliare - Roma Colleferro - For Sale S.A.S. di Promutico Mauro& C., Via delle Nazioni Unite 27-35, 00034, Colleferro
c.s.i. immobiliare snc, via palombarese 152, 152, Nuova
Gruppo Immobiliare Italiano & partners, via Mario Menghini 52, 00179, Roma
Solo Casa Group s.r.l., Via del Pianeta Terra  95/97, 00144, Roma
Lemmi Immobiliare, Via delle Cerquette 56/1, 00040, Ariccia
TEMPOCASA Marina di San Nicola, Piazzale Orsa Maggiore 2, 00055, Ladispoli
Toscano - Ostia Ponente, Via Carlo Bosio  96, 00121, Roma
Lunica Immobiliare, Via Luciano Zuccoli 69/A, 00137, Roma
Gabetti - Fontenuova - , Via Nomentana 639, 639, Nuova
IMPREPI intermediazioni, VIA SANTOVETTI  12, 00046, Grottaferrata
SELLING IMMOBILIARE, via vito giuseppe galati 66, 00155, Roma
Il Tetto Immobiliare, Via Anguillarese  36, 00061, Sabazia
International Point Immobiliare, Via Di Vigna Murata   27, 00143, Roma
CASAVIP, Via degli Orti della Farnesina 197, 197, Roma
V.R. Immobiliare S.R.L., Via Val Maggia 138, 138, Roma
Affiliato Frimm - Findhouse s.r.l., Via di Casalotti  204, 204, Roma
Affiliato Tecnocasa: ANGUILLARA SRLS, Via Aloisio 4, 00061, Sabazia
Affiliato Tecnocasa: STUDIO ANAGNINA S.R.L., Via Gasperina   184, 184, Roma
Affiliato Tecnorete: IMMOBILIARE BORGHESIANA  SRLS, Largo Monreale  19, 00132, Roma
Gruppo Orion, Via Mario Calderara  4, 00012, Montecelio
Affiliato Tecnocasa: IMMOBILIARE MANZIANA DUE S.R.L., CORSO VITTORIO EMANUELE 134, 134, Manziana
BASIT SERVIZI IMMOBILIARI SRL, CIRCONVALLAZIONE GIANICOLENSE 123 A, 123, Roma
Affiliato Tecnocasa: STUDIO OSTIA 5 S.R.L., Corso Duca di Genova  154, 154, Roma
Re/Max Passion, Largo Scapoli 25, 00132, Roma
Immobiliare 2A di Adriano Graziani, Via Luigi Vittorio Bertarelli 67, 00159, Roma
Prospettive Immobiliari , via dello Stadio  45, 00060, Sacrofano
Omega immobiliare, viale Guido Baccelli  1, 00053, Civitavecchia
Universo Affitti srls, via Padova 63, 00161, Roma
Sbardella Immobiliare Real Estate, Via Parigi  11, 00185, Roma
Studio Fori, Via di San Giovanni Decollato 10, 00186, Roma
italgest 93 sas di marcantonio am & c, via leonardo umile 90, 00144, Roma
Affiliato Tecnocasa: STUDIO PIETRALATA S.R.L., Via Dei Durantini  265/B, 265, Roma
Coldwell Banker Roma  -  MIGNANELLI REAL ESTATE, Rampa Mignanelli  11, 00187, Roma
HARGOS Real Estate, Viale del Caravaggio 87/89, 00147, Roma
Affiliato Tecnocasa: VERMICINO 3 SRL, Via di Vermicino  562, 562, Roma
CASE ELITE, viale Enea 16, 00040, Ardea
CasaRoma Immobili , Circonvallazione Ostiense 190, 190, Roma
BC PROPOSTE IMMOBILIARI, via ermanno carlotto 46, 00122, Roma
INTERCONSULTING Rome Cavalieri, Via Cadlolo  101, 101, Roma
Remax Agorà, Via del Pianeta Terra 51, 00144, Roma
i-House, Via Candia 105, 105, Roma
Preciuttimmobiliare di Preciutti Roberto, Piazza Biagio Pace 10, 00164, Roma
Coldwell Banker  -  Immobilare Santo Sorrentino ROMA, Via Trastevere 68 bc, 00153, Roma
METROQUADRO IMMOBILIARE, STRADA DELLA LEONINA 29, 00019, Tivoli
MP IMMOBILIARE, Via della Pisana 67-67/a, 00163, Roma
SCARPELLI e PRINCIPATO IMMOBILIARE, Via Nomentana  299, 299, Roma
Soluzione Immobiliare, Via Del Mare 64, 00041, Laziale
Studio Vita, Via Oggiono 14, 00135, Roma
META MEDIA SRL, Via di Novella  22, 00199, Roma
Immobiliare Salaria Srl, via rapagnano 73, 00138, Roma
Lombardozzi Immobiliare, Via Tor Tre Teste 106, 106, Roma
Genesi Immobiliare, Via Montesanto 2, 00195, Roma
Agenzia Immobiliare Fregene S.r.l., viale castellammare 45/B, 00054, Fiumicino
Solo Affitti - Roma 1 - Imm. Gregory , Via Gregorio VII&deg; 164, 164, Roma
Andrea Agosti, VIA COGOLETO  64/66, 00168, Roma
Gruppo Malica, via delle Terme Deciane  10, 00153, Roma
FORUM IMMOBILIARE DI GAETANI RUDY, VIA 29 GENNAIO  23, 00034, Colleferro
Luxantia, Via del Babuino 72, 00187, Roma
Case a Cerenova Immobiliare srl, Via Etruria Meridionale 18 a, 00052, Cerveteri
VIVE.MT.IMMOBILIARE SRL, VIA ROMA 120/122, 120, Montecelio
enjoy immobiliare, Via baglivi  8, 00161, Roma
FEM SRL, via gallia  166 A, 166, Roma
Iconacasa Ostia, Piazza Quarto dei Mille 5, 00121, Roma
Anteprima Immobiliare S.R.L., Via Francesco D'Ovidio 21 21, 00137, Roma
Broker & Broker INTERMEDIAZIONI IMMOBILIARI, via umberto giordano 143, 143, Roma
Sistemacasa, V.le Beata Vergine del Carmelo 155, 155, Roma
Inventum srls, Via di San Romano  29, 00100, Roma
Frimm LORSA IMMOBILIARE, Via Cassia 1674, 1674, Roma
L'iMmobiliaRe srl, Via Gabriello Chiabrera 79, 00145, Roma
Edacon Immobiliare, Dei Georgofili 68, 00145, Roma
Home Group Immobiliare, Via Alessandro Piola Caselli 124, 124, Roma
Sv17 Luxury House Srl, Via Vibio Mariano ., 00189, Roma
IMMOBILIARE CUBEDDU, VIA SALARIA 19, 00198, Roma
AC Immobiliare, Via Trieste 33, 00055, Ladispoli
IBS-RE, VIALE B. BUOZZI  3, 00197, Roma
AVALTRONI IMMOBILIARE freelance brokers, Via del prato della Signora 12, 00199, Roma
Affiliato Tecnocasa: UNIVERSITA' S.R.L., Via Catania  59, 00161, Roma
D€G SERVIZI IMMOBILIARI di Daniele Casini, Via Taranto 67, 00182, Roma
Iegest House srls, via Collina  32, 00187, Roma
Germano Immobiliare, via Siracusa  10, 00055, Ladispoli
Soluzione Casa, Via Flaminia 954, 954, Roma
A.S.I. Anagnina Servizi Immobiliari, Piazza dei Consoli  73, 00175, Roma
Arcobaleno Immobiliare srl, Via Amsterdam  134, 134, Roma
City Immobiliare, Piazzale Clodio  18, 00195, Roma
punto casa immobiliare srl, largo boccaccio 4, 00034, Colleferro
Camillo Immobiliare , Via Alessio Baldovinetti 13, 00142, Roma
Casa Regina S.r.l, Viale Regina Margherita 7, 00049, Velletri
V.R.CASE, Via tuscolana 1679a, 1679, Roma
Solo Casa, Piazzale Enrico Dunant 61, 00152, Roma
TROIANI IMMOBILIARE SRLS, VIA NOMENTANA  550, 550, Nuova
CROSSIMMOBILIARE, Via Costantino 103/105, 103, Roma
Grimaldi - Roma Piazza Fiume, Via Ancona   42/44, 00198, Roma
Edilcom Immobiliare, Via Giovanni Boldini 66/68, 00125, Roma
VALORECASAgroup, Via Dei Colombi 35, 00169, Roma
Levante Immobiliare Affiliato Toscano, via Diego Simonetti  71/73, 00122, Roma
STUDIO 3D IMMOBILIARE, Via Gabriello Chiabrera  60/A, 00145, Roma
iHome immobiliare, Via Campolimpido 37, 00019, Tivoli
Affiliato Tecnocasa: MEDIAZIONI RESIDENZIALI E PER L'IMPRESA S.R.L., Via Cornelio Magni  63/65, 00147, Roma
Volpes Case M. A. & Figli srl, Via Nomentana 616, 616, Nuova
Affiliato Tecnocasa: IMMOBILIARE FRASCATI S.R.L., Galleria Vittorio Emanuele II&deg;   20, 00044, Frascati
Immobiliare Belfiore, via martiri di belfiore  27, 00040, Marino
INTERNO 3 SRL, VIA UGO OJETTI  145, 145, Roma
esse2m, via alcide de Gasperi  4, 00040, Pomezia
Casanova Consulenze Immobiliari, via V. Arminjon 8, 00195, Roma
RomaDomus Studio Immobiliare, Piazza Regina Pacis  5, 00122, Roma
Punto Toscano Fiumicino Isola Sacra srl, VIa Giorgio Giorgis 77-77/A, 00054, Fiumicino
Ranieri Real Estate, Via Mastro Giorgio 79/B, 00153, Roma
My Luxury House, Via del Babuino  72, 00187, Roma
Zero Sei Re srls, via Palombarese 676, 676, Nuova
Affiliato Tecnorete: STUDIO IMMOBILIARE SAN LORENZO S.R.L., via Tiburtina  128, 128, Roma
Affiliato Tecnocasa: STUDIO CASALBRUCIATO S.R.L., Via R. Zampieri  61, 00159, Roma
IMMOBILIARE CASTEL GANDOLFO srl, Via G.Garibaldi  13-15, 00040, Gandolfo
Affiliato Tecnocasa: IMMOBILIARE GUIDONIA S.R.L., viale roma    113, 113, Montecelio
ESSE IMMOBILIARE, via xxv aprile  51, 00060, Riano
IMMOBILIARE SEBASTIANELLI, Viale Re Latino  19/A, 00042, Anzio
Affiliato Tecnocasa: STUDIO MENTANA S.A.S., Via III Novembre   92, 00013, Mentana
Nobilcasa S.A.S., Via Riccardo Grazioli Lante  14, 00195, Roma
URBANA INSIEME SRL, via cavour 141, 141, Roma
Castelli Immobiliare, Viale Roma 18, 00041, Ciampino
TEMPOCASA Torrevecchia, Via Pietro Maffi 155, 155, Roma
Temacasa di Tatiana Morganti, via Angelo Bianchi  29, 00133, Roma
CasaWeb, Via Scandriglia  20, 00199, Roma
IMMOBILIARE SASCARO di Elisabetta Sascaro, Via di Villa Sacchetti 15B, 00197, Roma
DPM immobiliare, via Palombarese 59, 00013, Nuova
Agenzia Ville e Terreni , via montecaminetto  49, 00060, Sacrofano
MPG IMMOBILIARE, VIALE ADRIATICO 151, 151, Roma
IMMOBILPOINT S.R.L., Via di Vermicino 11/A, 00133, Roma
STUDIO POSEIDON di Agnese Francione, Piazza Oberdan   8, 00048, Nettuno
Affiliato Tecnocasa: TORRE GAIA 2010 S.R.L., Via Gagliano del Capo 93, 00133, Roma
IMMOBILIARE LADISLAO s.r.l., VIA ANCONA 130, 130, Ladispoli
guido anelli, Italo Montemezzi 65, 00124, Roma
aquiro immobiliare, piazza Capranica  95, 00186, Roma
domus immobiliare, via palombarese 266, 266, Nuova
Affiliato Tecnocasa: STUDIO OLEVANO ROMANO S.R.L., Via VI giugno  22, 00035, Romano
EFFEGI VALERI IMMOB. SAS, Corso Garibaldi 39, 00072, Ariccia
CheCasa! S.r.l., Via Avicenna 43, 00146, Roma
VALUTARE.CASA  S.R.L., via Mario Musco 42, 00147, Roma
L'Angolo Immobiliare, Via Oneglia  16, 00055, Ladispoli
Affiliato Tecnocasa: NUOVA AXA PALOCCO SRL, Via Eschilo  186/c, 186, Roma
Gregoriana Immobiliare, Via Gregoriana  16, 00187, Roma
Re/max United, viale prassilla  23/25, 00124, Roma
Effe Gestioni Immobiliari, Viale Giorgio Ribotta 11, 00144, Roma
Affiliato Tecnocasa: GESTIONI IMMOBILIARI S.R.L., Via dei Serpenti  31, 00184, Roma
Quadrifoglio Immobiliare Rovere, piazza giuliano della rovere 18, 00122, Roma
Re/max Titanus, via Giosuè Borsi 4, 00197, Roma
CLODIACASE servizi immobiliari, via Anzio 6, 00178, Roma
DIREZIONE CASA, Via Vittorio Spinazzola  40, 00164, Roma
SV 17 LUXURY HOUSE SRL, Via Flaminia 730b, 730, Roma
Studio San Pietro, Via delle Fornaci, 83, 00165, Roma
TOSCANO  -  Punto Immobiliare Tiburtina 2, Via Tiburtina     611, 611, Roma
ROMA Gruppo Immobiliare - Ag. 5 Monteverde Giulio Marchetti, Viale dei Colli Portuensi 442, 442, Roma
RE/MAX Ability Info Point, Via Cesare Ricotti  62, 00159, Roma
Valva realty Italia, Via della Stella polare  39, 00122, Roma
Aesse Immobiliare, Via Castore e Polluce 1, 00040, Ardea
Ag. Imm. Re Muto Carlo, via XX settembre 14, 00062, Bracciano
Case di Mar.Ch.E, Viale Africa 94, 00144, Roma
Primo Piano Immobiliare, Corso Matteotti 100, 100, Laziale
Gabetti Roma Eur - INIZIATIVE IMMOBILIARI Srl, Via Duccio di Buoninsegna 77, 00142, Roma
Affiliato Tecnocasa: IMMOBILIARE CIVITAVECCHIA  SRL, Via Strambi 10, 00053, Civitavecchia
Profilo Casa, Via Francesco Cocco Ortu 32, 00139, Roma
MV Immobiliare, via trionfale 5885, 5885, Roma
Ciarambino Case srl, Via Ottavio Gasparri 12, 00152, Roma
Sviluppo Area , Via Barnaba Oriani  103, 103, Roma
Mariella De Vincenzi Srls, Via Po 45, 00198, Roma
Remax Place, Via Garigliano 63b, 00198, Roma
Subiaco Immobiliare, Giuseppe Garibaldi  30, 00028, Subiaco
Acilia Immobiliare, Via di Acilia 45, 00125, Roma
Lady immobiliare di Alessandra Valeri, Viale Tivoli   44, 00018, Sabina
Tre Effe Immobiliare, via san marino 38, 00198, Roma
Affiliato Tecnocasa: STUDIO CASETTA MATTEI S.R.L., via monte delle capre  30/c, 00148, Roma
Affiliato Tecnorete: IMMOBILIARE LAMARO S.R.L., VIA GIUSEPPE SAREDO 39/41, 00173, Roma
Frimm setteville Marco Simone, largo carducci 15 82, 00012, Montecelio
Affiliato Tecnocasa: CASAL DEL MARMO 2013 S.R.L., via di casal del marmo   272, 272, Roma
Gabetti - Agenzia Parioli - ROMA, Viale Parioli 77 D, 00197, Roma
Immobilarte, Via Sersale 1, 00128, Roma
Meta Immobiliare, Via Basento 62, 00198, Roma
STUDIO MAGNAGHI, via Chiana 1, 00198, Roma
TREE FIRST GROUP SRLS, Largo delle pleiadi  14, 00126, Roma
Sevenhouse di David Andrea Sette, Via Jacopo Sannazzaro 6, 00141, Roma
Alleanza Group di Carlo Grappone, via di trasone  52, 00199, Roma
Frimm , viale Eritrea 70, 00199, Roma
Affiliato Tecnorete: BENVENUTA CASA SRL, Via Fosso Dell'Osa  426, 426, Roma
CASTELLO CASE, Via del Mare 34, 00040, Gandolfo
IMMOBILIARE INTERDOMUS S.R.L., viale vespasiano 48, 00192, Roma
G&Co, piazza mileto  14, 00178, Roma
ATRIO IMMOBILIARE S.R.L., Via Chiana 98, 00198, Roma
Affiliato Tecnocasa: STUDIO COLLI ANIENE S.R.L., VIALE PALMIRO TOGLIATTI   1615, 1615, Roma
Affiliato Tecnocasa: STUDIO IREMAR S.R.L., via Bruno de Finetti  251, 251, Roma
IMMOBILIARE M. K. SRL, VIA BRAGAGLIA ANTON GIULIO  36, 00123, Roma
antinoricase, via Gregorio Xl 91, 00166, Roma
m broker immobiliare, Viale Europa 98, 00144, Roma
Borghese Immobiliare, Via Antonio Gramsci 22, 00197, Roma
Quadrifoglio Immobiliare s.r.l. Baleniere, Viale Vasco de Gama 64, 00121, Roma
BROKER IMMOBILIARE, Via Selva Candida 11, 00166, Roma
Quadrifoglio Immobiliare Punto Affiliato, via dei Castani 151, 151, Roma
Mercato Immobiliare, Via Chiana  111, 111, Roma
area-re agenzia appio, Via Appia Nuova 230, 230, Roma
TEMPOCASA Ostia Marinare, Viale delle repubbliche marinare  101/103, 101, Roma
Sivi Casa, ... 1, 000, Roma
Agente Immobiliare Maria Emanuela Vernaglia, Via della Camilluccia 589-C, 589, Roma
Re Latino Gruppo Immobiliare, Viale Re Latino 14, 00042, Anzio
Gest. Imm. CASA, Via Cavour 41, 00015, Monterotondo
Remax Ability 3, Via Tiburtina 536, 536, Roma
Quality Immobiliare Nuova Portuense srls, Viale di Vigna Pia 66, 00149, Roma
Area-re Agenzia Marconi, Via Oderisi da Gubbio 82, 00146, Roma
Osservatorio Immobiliare S.r.l., Via Vittoria Colonna 32, 00193, Roma
Studio Immobiliare CRV Srls, Viale Partenope 38, 00177, Roma
Roma Nord Immobiliare srls, Via Alessandria 99, 00198, Roma
Agenzia Immobiliare Laurentina, Piazzale Luigi Sturzo 15, 00144, Roma
ABM IMMOBILIARE SRL, Corso Trieste 146 C/D, 146, Roma
CMD STUDIO TECNICO IMMOBILIARE, Circonvallazione Clodia 179, 179, Roma
Studio I.N. sas di L.C.Z., via di Monte Giordano 36, 00186, Roma
ML Studio Immobiliare , via di Torrevecchia  548/550, 548, Roma
DISMISSIONI IMMOBILIARI, Via Aureliana 2, 00187, Roma
Affiliato Tecnocasa: STUDIO PONTE DI NONA S.R.L.S UNIPERSONALE, VIA GIOACCHINO RUSSO  2, 00132, Roma
IMMOBILIARE VIGNE NUOVE SRLS, Via della Buffalotta  176, 176, Roma
Vescovio Immobiliare srl, Piazza Vescovio 2, 00199, Roma
L’IMMOBILIARE.COM – ROMA TRIONFALE, Via Acquedotto del Peschiera  116, 116, Roma
Gestimm Italia di Stefano Pacifici, via Delle Fornaci  33/B, 00165, Roma
Attiva Real Estate S.r.l., Via Amsterdam 50, 00144, Roma
Silos Re, Viale Trastevere  209, 209, Roma
Ariete Immobiliare di Zamboni Maurizio, Viale Buozzi Bruno 14, 00049, Velletri
M.G.M. Immobiliare di Ghezzi Vanessa, Piazza Santa Maria 4, 00039, Zagarolo
Soluzione Immobile Real Estate, Corso G. Matteotti  38, 00041, Laziale
Professionecasa Roma SRL, Piazza Sulmona 5/A, 00182, Roma
Affiliato Tecnorete: STUDIO IMMOBILIARE COLLI ANIENE S.R.L., Via Ettore Franceschini  97, 00155, Roma
AGENTI E CONSULENTI SRL , PIAZZA LOVATELLI  37, 00186, Roma
Romolo Sanguedolce mediazioni immobiliari, via del ges&ugrave;  62, 00186, Roma
GESCA STUDIO IMMOBILIARE DI CORRADO CAMPANELLO, Via Rialto  20, 00136, Roma
rocfelservizi immobiliari, Via Giulia 126, 126, Roma
P.E.B. GESTIONI IMMOBILIARI S.R.L., Via Cristoforo Sabbadino 151/d, 151, Roma
Casa Pro Immobiliare, via dei Gracchi  199, 199, Roma
Affiliato Tecnocasa: STUDIO MAGLIANA 1 S.R.L., Via della Magliana  251/M, 251, Roma
TEMPOCASA Roma Cassia, Via Cassia 528, 528, Roma
HOUSE IN ROMA S.r.l.s., Corso Vittorio Emanuele II 209, 209, Roma
R 7 SERVIZI IMMOBILIARI - AGENZIA FLAMINIO SERVIZI IMMOBILIARI SRL, VIALE DEL VIGNOLA 52/C, 00196, Roma
Zucchetti RE Ostia Srl, Via dei Velieri 72, 00121, Roma
Affiliato Frimm - Alpa Immobiliare s.r.l.s., via sestio calvino  35, 00174, Roma
Riviera Immobiliare, via flaminia 393/c, 393, Roma
NOI Case immobiliare, Via Ombrone 3, 00198, Roma
Studio Barone Raschi, Via dei Giornalisti 30-36, 00135, Roma
Roma's Beach Real Estate, Via Agrippina 9, 00042, Anzio
Oggimmobili - Eur, Viale dell'Umanesimo   308, 308, Roma
TANCREDI CASE - Agenzia accreditata Borsa Immobiliare di Roma  , PIAZZA SAN GIOVANNI BOSCO 84, 00175, Roma
TREEMOOD SRL, VIA EUFEMIANO 10, 00153, Roma
Affiliato Tecnocasa: NUOVA ZAGAROLO MEDIAZIONI  SRLS, viale ungheria 58, 00039, Zagarolo
IdeaCasa Immobiliare, Via della Liberazione 7, 00048, Nettuno
Solo Affitti - Roma 5, via Alessandro Crivelli 3, 00151, Roma
CASAMANIA, Via dei Corazzieri  42, 00143, Roma
Zona X Immobiliare, Via delle Alpi  32, 00198, Roma
Gerace Giuseppe, Via Benadir 8, 00199, Roma
DOMUS RE S.R.L.S. Gabetti Monterotondo, Via Mameli 27, 00015, Monterotondo
Affiliato Tecnocasa: CASA CASTELLI 2015 S.R.L., VIA FRATELLI COLABONA 67/69, 00045, Roma
ALFA SERVIZI IMMOBILIARI S.R.L, Via Rianese 166, 166, Riano
CIPIEMME Servizi Immobiliari, Via M.V.Corvo 118/120, 118, Roma
Buildingcase Colli Portuensi Immobiliare srl, Via di Val Tellina 51, 00151, Roma
Schema Casa - Ciampino -, via Monte Grappa 32, 00043, Ciampino
Raggi e Di Nunzio Immobiliare, Piazza Roma 2, 00044, Frascati
IMMOBILBEACH, Via Marotta 81, 00054, Fiumicino
Affiliato Tecnocasa: TNC IMMOBILIARE S.R.L., Via Calatafimi 2, 00047, Marino
EMMEEFFE IMMOBILIARE SAS DI MASSIMO FUSO, Via San Pio V 23, 00165, Roma
SOLUZIONI IMMOBILIARI SRL, PIAZZA PALMIRO TOGLIATTI   1, 00047, Marino
Granata Immobiliare s.r.l., Via della camilluccia 693, 693, Roma
IMMOBILIARE GABRIELLI, Corso Filippo Turati 90, 00034, Colleferro
RE/MAX YOUR CHOICE ROMA, Via Delle Ciliegie 68 a-b-c, 00172, Roma
Gruppo Italia Immobiliare, Via Edoardo Jenner 48, 00151, Roma
AEMMEA, via Settevene Palo 43/b, 00137, Cerveteri
Esserre immobiliare srl, Via Dante Alighieri 74/c, 00040, Pomezia
immobilsci evolution srl, via genzano 75 b, 00179, Roma
Intermed Consulenze Immobiliari, Via Gino Capponi 46 / 48, 00179, Roma
Gabetti - Agenzia Bologna - ROMA, Via Livorno 16, 00162, Roma
Gabetti - Agenzia Roma Trieste, Via Tagliamento 59/61, 00198, Roma
Le Mole Real Estate Srls, Via San Giorgio Morgeto 110, 110, Roma
Affiliato Tecnocasa: STUDIO TORRACCIA S.R.L.S, VIA DONATO MENICHELLA 142, 142, Roma
Gabetti agenzia Corso Italia, Corso d'Italia 93, 00198, Roma
Parioli Real Estate, Via Francesco Siacci 15, 00197, Roma
Seven RE Group srl, Viale Pasteur  77, 00144, Roma
Remax  Urbest 3, Via Tespi 149, 149, Roma
ARISTON IMMOBILIARE, VIA Alba 19b, 00182, Roma
CRRE, Piazzale delle Belle Arti  3, 00196, Roma
S.I.S. Srl Semplificata, Via Gaspare Pacchiarotti 14, 00139, Roma
